playerid,yearid,stint,teamid,lgid,g,ab,r,h,b,v11,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
nealch01,1960,1,LAN,NL,139,477,60,122,23,2,8,40,5,5,48,75,2,1,14,7,18
nelsoro01,1960,1,PIT,NL,93,200,34,60,11,1,7,35,1,2,24,15,5,5,1,4,2
nixonru01,1960,2,BOS,AL,80,272,24,81,17,3,5,33,0,1,13,23,3,0,4,1,10
phillbu02,1960,1,CLE,AL,113,304,34,63,14,1,4,33,1,0,14,37,3,4,5,3,6
piersji01,1960,1,CLE,AL,138,486,70,137,12,4,18,66,18,5,24,38,3,0,8,4,17
pinsova01,1960,1,CIN,NL,154,652,107,187,37,12,20,61,32,12,47,96,3,5,1,1,11
postwa01,1960,2,CIN,NL,77,249,36,70,14,0,17,38,0,2,28,51,3,0,0,3,11
powervi01,1960,1,CLE,AL,147,580,69,167,26,3,10,84,9,5,24,20,5,0,14,7,12
richabo01,1960,1,NYA,AL,150,460,45,116,12,3,1,26,6,6,35,19,6,0,9,3,7
robinbr01,1960,1,BAL,AL,152,595,74,175,27,9,14,88,2,2,35,49,0,0,13,8,29
robinfr02,1960,1,CIN,NL,139,464,86,138,33,6,31,83,13,6,82,67,6,9,0,7,18
rodgean01,1960,1,SFN,NL,81,217,22,53,8,5,2,22,1,1,24,44,4,3,0,2,7
romanjo01,1960,1,CLE,AL,108,316,40,86,12,2,16,52,0,0,37,50,4,3,0,5,7
rosebjo01,1960,1,LAN,NL,103,287,22,61,15,3,8,42,7,6,44,53,6,4,3,2,1
runnepe01,1960,1,BOS,AL,143,528,80,169,29,2,2,35,5,2,71,51,2,2,9,3,16
santoro01,1960,1,CHN,NL,95,347,44,87,24,2,9,44,0,3,31,44,5,0,2,2,9
schmibo02,1960,1,SFN,NL,110,344,31,92,12,1,8,37,0,3,26,51,4,0,3,2,8
schoere01,1960,1,ML1,NL,68,226,21,58,9,1,1,19,1,0,17,13,4,1,2,0,3
siebeno01,1960,1,KC1,AL,144,520,69,145,31,6,19,69,0,0,72,68,6,2,4,4,9
sievero01,1960,1,CHA,AL,127,444,87,131,22,0,28,93,1,1,74,69,8,3,0,4,13
skinnbo01,1960,1,PIT,NL,145,571,83,156,33,6,15,86,11,8,59,86,11,1,5,4,13
skowrbi01,1960,1,NYA,AL,146,538,63,166,34,3,26,91,2,3,38,95,2,2,0,6,17
smithal04,1960,1,CHA,AL,142,536,80,169,31,3,12,72,8,3,50,65,3,3,2,4,18
smithbo04,1960,1,PHI,NL,98,217,24,62,5,2,4,27,2,3,10,28,1,0,3,0,6
smithha08,1960,1,PIT,NL,77,258,37,76,18,2,11,45,1,1,22,48,0,2,1,3,6
smithha09,1960,1,SLN,NL,127,337,20,77,16,0,2,28,1,0,29,33,13,1,1,1,12
snidedu01,1960,1,LAN,NL,101,235,38,57,13,5,14,36,1,0,46,54,8,1,1,2,7
snyderu01,1960,1,KC1,AL,125,304,45,79,10,5,4,26,7,3,20,28,1,1,2,2,4
spencda01,1960,1,SLN,NL,148,507,70,131,20,3,16,58,1,1,81,74,7,5,1,2,15
stuardi01,1960,1,PIT,NL,122,438,48,114,17,5,23,83,0,0,39,107,5,0,1,5,15
tasbywi01,1960,2,BOS,AL,105,385,68,108,17,1,7,37,3,1,51,54,0,5,7,1,9
tayloto02,1960,2,PHI,NL,127,505,66,145,22,4,4,35,24,11,33,86,2,2,6,5,10
templjo01,1960,1,CLE,AL,98,381,50,102,13,1,2,19,11,5,32,20,0,1,11,0,8
thomafr03,1960,1,CHN,NL,135,479,54,114,12,1,21,64,1,0,28,74,4,0,1,1,12
thronma01,1960,1,KC1,AL,104,236,29,59,9,2,11,41,0,0,23,60,1,0,0,1,7
triangu01,1960,1,BAL,AL,109,364,36,98,18,0,12,54,0,0,41,62,5,1,5,2,11
tuttlbi01,1960,1,KC1,AL,151,559,75,143,21,3,8,40,1,5,66,52,2,2,7,1,19
valdijo01,1960,1,WS1,AL,117,268,23,57,1,1,2,19,1,2,20,36,0,4,9,2,7
virdobi01,1960,1,PIT,NL,120,409,60,108,16,9,8,40,8,2,40,44,2,0,0,5,4
walteke01,1960,1,PHI,NL,124,426,42,102,10,0,8,37,4,3,16,50,3,1,4,4,11
wertzvi01,1960,1,BOS,AL,131,443,45,125,22,0,19,103,0,2,37,54,4,1,1,5,13
whitebi03,1960,1,SLN,NL,144,554,81,157,27,10,16,79,12,6,42,83,1,2,5,3,9
willbo01,1960,1,CHN,NL,138,475,58,121,20,9,6,53,1,5,47,54,3,1,8,3,10
willidi02,1960,1,KC1,AL,127,420,47,121,31,0,12,65,0,0,39,68,3,1,1,5,16
willite01,1960,1,BOS,AL,113,310,56,98,15,0,29,72,1,1,75,41,7,3,0,2,7
willsma01,1960,1,LAN,NL,148,516,75,152,15,2,0,27,50,12,35,47,8,3,3,2,11
woodlge01,1960,1,BAL,AL,140,435,68,123,18,3,11,62,3,0,84,40,7,4,3,3,5
yosted01,1960,1,DET,AL,143,497,78,129,23,2,14,47,5,4,125,69,1,8,3,3,11
zimmedo01,1960,1,CHN,NL,132,368,37,95,16,7,6,35,8,6,27,56,4,0,5,2,9
aaronha01,1961,1,ML1,NL,155,603,115,197,39,10,34,120,21,9,56,64,20,2,1,9,16
adairje01,1961,1,BAL,AL,133,386,41,102,21,1,9,37,5,2,35,51,4,2,1,4,6
adcocjo01,1961,1,ML1,NL,152,562,77,160,20,0,35,108,2,1,59,94,4,2,4,2,22
allisbo01,1961,1,MIN,AL,159,556,83,136,21,3,29,105,2,7,103,100,1,5,5,8,17
aloufe01,1961,1,SFN,NL,132,415,59,120,19,0,18,52,11,4,26,41,2,2,2,2,11
alouma01,1961,1,SFN,NL,81,200,38,62,7,2,6,24,3,2,15,18,2,0,1,1,4
altmage01,1961,1,CHN,NL,138,518,77,157,28,12,27,96,6,2,40,92,3,4,4,7,4
amalfjo01,1961,1,SFN,NL,109,384,64,98,11,4,2,23,7,4,44,59,2,0,4,1,2
amaroru01,1961,1,PHI,NL,135,381,34,98,14,9,1,32,1,0,53,59,2,2,11,0,9
aparilu01,1961,1,CHA,AL,156,625,90,170,24,4,6,45,53,13,38,33,0,1,4,4,12
ashburi01,1961,1,CHN,NL,109,307,49,79,7,4,0,19,7,6,55,27,2,3,1,2,4
asproke01,1961,1,LAA,AL,66,238,29,53,10,0,2,14,0,0,33,21,1,2,3,0,5
averiea02,1961,1,LAA,AL,115,323,56,86,9,0,21,59,1,0,62,70,1,2,1,4,9
baileed01,1961,2,SFN,NL,107,340,39,81,9,1,13,51,1,5,42,41,6,4,1,6,8
bankser01,1961,1,CHN,NL,138,511,75,142,22,4,29,80,1,2,54,75,21,2,0,6,11
batteea01,1961,1,MIN,AL,133,460,70,139,24,1,17,55,3,3,53,66,3,3,5,1,18
bellgu01,1961,1,CIN,NL,103,235,27,60,10,1,3,33,1,1,18,21,3,0,0,9,4
berrayo01,1961,1,NYA,AL,119,395,62,107,11,0,22,61,2,0,35,28,4,2,0,5,7
bertedi01,1961,1,CHN,NL,92,267,20,73,7,1,2,33,0,0,15,33,3,0,1,4,7
bilkost01,1961,1,LAA,AL,114,294,49,82,16,1,20,59,1,1,58,81,2,0,0,2,9
blancjo01,1961,1,NYA,AL,93,243,38,74,10,1,21,54,1,0,27,28,9,4,0,1,6
blasido01,1961,2,CIN,NL,123,450,59,100,18,4,1,21,4,3,39,38,0,2,9,2,7
bollifr01,1961,1,ML1,NL,148,585,86,153,16,4,15,56,7,3,57,62,1,3,10,3,25
borosst01,1961,1,DET,AL,116,396,51,107,18,2,5,62,4,2,68,42,2,8,6,7,8
bouched01,1961,1,CHN,NL,112,319,49,79,12,3,12,38,1,4,58,77,7,5,4,1,2
boyercl02,1961,1,NYA,AL,148,504,61,113,19,5,11,55,1,3,63,83,4,2,1,8,13
boyerke01,1961,1,SLN,NL,153,589,109,194,26,11,24,95,6,3,68,91,9,1,0,5,11
brandja01,1961,1,BAL,AL,139,516,93,153,18,5,16,72,10,2,62,51,0,1,2,3,17
breedma01,1961,1,BAL,AL,90,244,32,51,8,0,1,16,5,2,14,33,1,0,1,2,2
bridgro01,1961,1,LAA,AL,84,229,20,55,5,1,2,15,1,0,26,37,0,1,4,0,4
browndi01,1961,1,DET,AL,93,308,32,82,12,2,16,45,0,2,22,57,2,0,3,3,10
brutobi01,1961,1,DET,AL,160,596,99,153,15,5,17,63,22,6,61,66,0,3,5,3,9
buddido01,1961,1,BOS,AL,115,339,58,89,22,3,6,42,2,1,72,45,7,2,6,1,7
burgesm01,1961,1,PIT,NL,100,323,37,98,17,3,12,52,1,0,30,16,8,2,0,1,7
callijo01,1961,1,PHI,NL,138,455,74,121,20,11,9,47,10,4,69,76,5,3,6,5,7
carreca01,1961,1,CHA,AL,78,229,32,62,5,1,4,27,0,1,21,24,2,0,2,1,7
cashno01,1961,1,DET,AL,159,535,119,193,22,8,41,132,11,5,124,85,19,9,2,2,16
causewa01,1961,1,KC1,AL,104,312,37,86,14,1,8,49,0,0,37,28,0,0,8,4,5
cepedor01,1961,1,SFN,NL,152,585,105,182,28,4,46,142,12,8,39,91,11,9,0,3,21
clemero01,1961,1,PIT,NL,146,572,100,201,30,10,23,89,4,1,35,59,10,3,1,3,18
colavro01,1961,1,DET,AL,163,583,129,169,30,2,45,140,1,2,113,75,2,2,2,8,14
colemgo01,1961,1,CIN,NL,150,520,63,149,27,4,26,87,1,3,45,67,11,2,4,7,9
cottich01,1961,2,WS2,AL,101,337,37,79,14,4,2,34,9,1,30,51,1,1,6,4,5
cunnijo01,1961,1,SLN,NL,113,322,60,92,11,2,7,40,1,0,53,32,3,11,3,1,1
daleype01,1961,1,WS2,AL,72,203,12,39,7,1,2,17,0,1,14,37,3,0,2,0,11
dalrycl01,1961,1,PHI,NL,129,378,23,83,11,1,5,42,0,2,30,30,9,4,7,4,11
davenji01,1961,1,SFN,NL,137,436,64,121,28,4,12,65,4,3,45,65,1,2,12,8,10
davisto02,1961,1,LAN,NL,132,460,60,128,13,2,15,58,10,4,32,53,4,2,9,5,16
daviswi02,1961,1,LAN,NL,128,339,56,86,19,6,12,45,12,5,27,46,4,5,6,3,5
delgrbo01,1961,2,KC1,AL,74,239,34,55,14,1,5,21,1,0,30,31,2,1,5,1,4
demetdo01,1961,2,PHI,NL,106,382,54,98,18,4,20,68,2,1,19,74,2,5,5,0,7
fairlro01,1961,1,LAN,NL,111,245,42,79,15,2,10,48,0,0,48,22,0,1,6,1,3
fernach01,1961,1,DET,AL,133,435,41,108,15,4,3,40,8,5,36,45,4,0,4,1,14
floodcu01,1961,1,SLN,NL,132,335,53,108,15,5,2,21,6,2,35,33,2,3,7,0,6
foxne01,1961,1,CHA,AL,159,606,67,152,11,5,2,51,2,3,59,12,3,9,15,7,17
francti01,1961,1,CLE,AL,155,592,87,178,30,8,16,85,2,1,56,52,3,4,12,3,11
freesge02,1961,1,CIN,NL,152,575,78,159,27,2,26,87,8,2,27,78,5,0,1,3,17
geigega01,1961,1,BOS,AL,140,499,82,116,21,6,18,64,16,4,87,91,4,4,6,3,7
gentiji01,1961,1,BAL,AL,148,486,96,147,25,2,46,141,1,1,96,106,5,11,0,8,12
gilliji01,1961,1,LAN,NL,144,439,74,107,26,3,4,32,8,4,79,34,2,0,12,1,7
gonzato01,1961,1,PHI,NL,126,426,58,118,16,8,12,58,15,5,49,66,7,6,2,2,10
greenge01,1961,1,WS2,AL,110,364,52,102,16,3,18,62,0,2,35,65,5,1,0,5,26
greenle01,1961,1,MIN,AL,156,600,92,171,28,7,9,50,17,11,81,50,2,6,3,2,5
greenpu01,1961,1,BOS,AL,88,219,33,57,12,3,6,27,4,2,42,32,3,0,1,2,4
groatdi01,1961,1,PIT,NL,148,596,71,164,25,6,6,55,0,4,40,44,0,1,7,4,22
hansero02,1961,1,BAL,AL,155,533,51,132,13,2,12,51,1,3,66,96,2,1,3,4,19
hardyca01,1961,1,BOS,AL,85,281,46,74,20,2,3,36,4,2,26,53,0,2,3,0,4
heistal01,1961,1,CHN,NL,109,321,48,82,14,3,7,37,3,3,39,51,0,1,4,1,7
heldwo01,1961,1,CLE,AL,146,509,67,136,23,5,23,78,0,0,69,111,11,3,3,6,14
herrepa01,1961,1,PHI,NL,126,400,56,103,17,2,13,51,5,1,55,120,4,4,0,2,12
herzowh01,1961,1,BAL,AL,113,323,39,94,11,6,5,35,1,4,50,41,1,1,2,1,6
hillech01,1961,1,SFN,NL,70,240,38,57,12,1,2,12,4,4,32,30,0,1,6,1,1
hintoch01,1961,1,WS2,AL,106,339,51,88,13,5,6,34,22,5,40,81,1,1,0,3,5
hoakdo01,1961,1,PIT,NL,145,503,72,150,27,7,12,61,4,2,73,53,8,3,3,4,14
hodgegi01,1961,1,LAN,NL,109,215,25,52,4,0,8,31,3,1,24,43,1,0,2,4,5
howarel01,1961,1,NYA,AL,129,446,64,155,17,5,21,77,0,3,28,65,6,3,1,4,5
howarfr01,1961,1,LAN,NL,92,267,36,79,10,2,15,45,0,1,21,50,3,1,1,2,12
howsedi01,1961,1,KC1,AL,158,611,108,171,29,6,3,45,37,9,92,38,0,5,8,3,8
huntke01,1961,1,LAA,AL,149,479,70,122,29,3,25,84,8,2,49,120,1,4,3,6,12
jamesch01,1961,1,SLN,NL,108,349,43,89,19,2,4,44,2,2,15,59,1,3,0,4,9
javieju01,1961,1,SLN,NL,113,445,58,124,14,3,2,41,11,4,30,51,1,2,5,2,5
jenseja01,1961,1,BOS,AL,137,498,64,131,21,2,13,66,9,8,66,69,2,3,2,4,16
johnsbo02,1961,1,WS2,AL,61,224,27,66,13,1,6,28,4,2,19,26,2,1,2,2,10
johnsde01,1961,2,KC1,AL,83,283,31,61,11,3,8,42,0,1,14,44,1,1,1,4,9
kalinal01,1961,1,DET,AL,153,586,116,190,41,7,19,82,14,1,66,42,2,4,4,5,16
kaskoed01,1961,1,CIN,NL,126,469,64,127,22,1,2,27,4,3,32,36,1,4,2,4,4
keougma01,1961,1,WS2,AL,135,390,57,97,18,9,9,34,12,5,32,60,1,2,4,3,6
killeha01,1961,1,MIN,AL,150,541,94,156,20,7,46,122,1,2,107,109,6,3,0,5,11
kindaje01,1961,1,CHN,NL,96,310,37,75,22,3,9,44,2,2,18,89,0,2,3,0,5
kingji01,1961,1,WS2,AL,110,263,43,71,12,1,11,46,4,0,38,45,3,2,0,3,3
kirklwi01,1961,1,CLE,AL,146,525,84,136,22,5,27,95,7,0,48,77,4,1,4,7,3
klausbi01,1961,1,WS2,AL,91,251,26,57,8,2,7,30,2,2,30,34,3,2,1,3,1
kluszte01,1961,1,LAA,AL,107,263,32,64,12,0,15,39,0,0,24,23,5,0,0,3,4
koppejo01,1961,2,LAA,AL,91,338,46,85,12,2,5,40,3,3,45,77,0,1,6,2,4
kubekto01,1961,1,NYA,AL,153,617,84,170,38,6,8,46,1,3,27,60,1,1,10,3,7
kuennha01,1961,1,SFN,NL,131,471,60,125,22,4,5,46,5,4,47,34,2,1,3,7,15
landiji01,1961,1,CHA,AL,140,534,87,151,18,8,22,85,19,5,65,71,0,4,10,5,10
larkeno01,1961,1,LAN,NL,97,282,29,76,16,1,5,38,0,0,24,22,7,1,2,3,11
lemonji01,1961,1,MIN,AL,129,423,57,109,26,1,14,52,1,1,44,98,2,4,2,6,11
lillibo01,1961,2,SLN,NL,86,230,24,50,4,0,0,21,3,3,7,13,2,2,4,2,6
lollash01,1961,1,CHA,AL,116,337,38,95,10,1,7,41,0,0,37,22,10,6,1,3,5
longda02,1961,1,WS2,AL,123,377,52,94,20,4,17,49,0,0,39,41,5,1,0,6,7
lopezhe01,1961,1,NYA,AL,93,243,27,54,7,2,3,22,1,0,24,38,1,1,2,3,8
lumpeje01,1961,1,KC1,AL,148,569,81,167,29,9,3,54,1,0,48,39,0,2,4,4,10
malkmbo01,1961,1,PHI,NL,121,342,39,79,8,2,7,31,1,3,20,43,1,2,8,2,7
malzofr01,1961,1,BOS,AL,151,590,74,157,21,4,14,87,1,3,44,49,3,1,0,9,19
mantlmi01,1961,1,NYA,AL,153,514,132,163,16,6,54,128,12,1,126,112,9,0,1,5,2
marisro01,1961,1,NYA,AL,161,590,132,159,16,4,61,142,0,0,94,67,0,7,0,7,16
martibi02,1961,2,MIN,AL,108,374,44,92,15,5,6,36,3,2,13,42,0,3,5,3,9
martijc01,1961,1,CHA,AL,110,274,26,63,8,3,5,32,1,2,21,31,2,2,3,0,2
matheed01,1961,1,ML1,NL,152,572,103,175,23,6,32,91,12,7,93,95,3,2,1,4,10
mayele01,1961,1,ML1,NL,110,373,68,101,11,5,14,41,10,1,36,50,2,3,2,3,1
mayswi01,1961,1,SFN,NL,154,572,129,176,32,3,40,123,18,9,81,77,15,2,0,4,14
mazerbi01,1961,1,PIT,NL,152,558,71,148,21,2,13,59,2,1,26,55,10,3,2,6,9
mcauldi01,1961,1,DET,AL,80,285,36,73,12,4,6,33,2,3,24,39,0,4,1,1,5
mccovwi01,1961,1,SFN,NL,106,328,59,89,12,3,18,50,1,2,37,60,3,5,0,4,8
mcmilro01,1961,1,ML1,NL,154,505,42,111,16,0,7,48,2,4,61,86,2,4,11,7,16
minosmi01,1961,1,CHA,AL,152,540,91,151,28,3,14,82,9,4,67,46,2,16,0,12,11
moonwa01,1961,1,LAN,NL,134,463,79,152,25,3,17,88,7,5,89,79,9,1,4,4,9
musiast01,1961,1,SLN,NL,123,372,46,107,22,4,15,70,0,0,52,35,17,1,0,6,7
nealch01,1961,1,LAN,NL,108,341,40,80,6,1,10,48,3,2,30,49,6,1,3,2,7
nixonru01,1961,1,BOS,AL,87,242,24,70,12,2,1,19,0,1,13,19,1,2,2,3,5
oconnda02,1961,1,WS2,AL,138,493,61,128,30,1,1,37,15,5,77,62,0,3,15,3,6
paganjo01,1961,1,SFN,NL,134,434,38,110,15,2,5,46,8,5,31,45,7,2,7,0,13
pagliji01,1961,1,BOS,AL,120,376,50,91,17,0,16,58,1,1,55,74,0,4,2,3,8
pearsal02,1961,1,LAA,AL,144,427,92,123,21,3,7,41,11,3,96,40,1,3,7,2,3
phillbu02,1961,1,CLE,AL,143,546,64,144,23,1,18,72,1,0,29,61,4,5,7,3,14
piersji01,1961,1,CLE,AL,121,484,81,156,26,7,6,40,8,2,43,46,1,2,4,3,18
pignajo01,1961,1,KC1,AL,92,243,31,59,10,3,4,22,2,2,36,42,2,4,7,2,0
pinsova01,1961,1,CIN,NL,154,607,101,208,34,8,16,87,23,10,39,63,1,1,4,8,9
posadle01,1961,1,KC1,AL,116,344,37,87,10,4,7,53,0,0,36,84,1,4,4,12,8
postwa01,1961,1,CIN,NL,99,282,44,83,16,3,20,57,0,1,22,61,1,1,0,1,7
powervi01,1961,1,CLE,AL,147,563,64,151,34,4,5,63,4,3,38,16,5,1,8,12,19
richabo01,1961,1,NYA,AL,162,662,80,173,17,5,3,49,9,7,30,23,1,2,10,2,15
roarkmi01,1961,1,DET,AL,86,229,21,51,6,1,2,22,0,0,20,31,3,0,2,2,6
robinbr01,1961,1,BAL,AL,163,668,89,192,38,7,7,61,1,3,47,57,2,4,8,9,21
robinea01,1961,1,BAL,AL,96,222,37,59,12,3,8,30,4,3,31,54,1,0,2,1,5
robinfl01,1961,1,CHA,AL,132,432,69,134,20,7,11,59,7,4,52,32,3,4,3,1,4
robinfr02,1961,1,CIN,NL,153,545,117,176,32,7,37,124,22,3,71,64,23,10,0,10,15
rodgean01,1961,1,CHN,NL,73,214,27,57,17,0,6,23,1,1,25,54,1,1,1,2,6
romanjo01,1961,1,CLE,AL,142,509,76,152,29,1,21,80,0,0,61,60,3,5,1,4,10
rosebjo01,1961,1,LAN,NL,128,394,59,99,16,6,18,59,6,4,56,62,8,4,2,6,1
runnepe01,1961,1,BOS,AL,143,360,49,114,20,3,3,38,5,1,46,32,2,3,2,3,12
santoro01,1961,1,CHN,NL,154,578,84,164,32,6,23,83,2,3,73,77,7,0,1,3,25
schilch01,1961,1,BOS,AL,158,646,87,167,25,2,5,62,7,6,78,77,0,2,11,1,8
siebeno01,1961,1,KC1,AL,153,560,68,166,36,5,18,98,2,4,82,91,3,1,0,6,4
sievero01,1961,1,CHA,AL,141,492,76,145,26,6,27,92,1,0,61,62,4,6,0,4,11
skinnbo01,1961,1,PIT,NL,119,381,61,102,20,3,3,42,3,5,51,49,9,4,4,2,6
skowrbi01,1961,1,NYA,AL,150,561,76,150,23,4,28,89,0,0,35,108,9,8,0,3,21
smithal04,1961,1,CHA,AL,147,532,88,148,29,4,28,93,4,4,56,67,2,5,2,7,17
smithch04,1961,2,PHI,NL,112,411,43,102,13,4,9,47,3,4,23,76,3,5,10,3,7
snidedu01,1961,1,LAN,NL,85,233,35,69,8,3,16,56,1,1,29,43,3,1,2,1,6
snyderu01,1961,1,BAL,AL,115,312,46,91,13,5,1,13,5,3,20,32,0,0,8,1,4
stuardi01,1961,1,PIT,NL,138,532,83,160,28,8,35,117,0,3,34,121,1,4,1,5,22
sulliha02,1961,1,KC1,AL,117,331,42,80,16,2,6,40,1,0,46,45,0,0,1,1,9
tasbywi01,1961,1,WS2,AL,141,494,54,124,13,2,17,63,4,10,58,94,2,2,3,4,15
taylosa02,1961,1,CHN,NL,89,235,26,56,8,2,8,23,0,0,23,39,7,4,1,1,6
tayloto02,1961,1,PHI,NL,106,400,47,100,17,3,2,26,11,5,29,59,4,2,6,0,10
templjo01,1961,1,CLE,AL,129,518,73,143,22,3,3,30,9,5,61,36,1,0,7,2,12
thomafr03,1961,2,ML1,NL,124,423,58,120,13,3,25,67,2,4,29,70,7,6,2,4,16
thomage01,1961,2,LAA,AL,79,282,39,79,12,1,13,59,3,6,21,66,1,3,3,2,3
thomale03,1961,2,LAA,AL,130,450,77,128,11,5,24,70,0,5,47,74,2,2,2,3,12
torrejo01,1961,1,ML1,NL,113,406,40,113,21,4,10,42,3,5,28,60,4,4,2,1,10
triangu01,1961,1,BAL,AL,115,397,35,97,21,0,17,63,0,0,44,60,7,1,1,2,13
tuttlbi01,1961,2,MIN,AL,113,370,38,91,12,3,5,38,1,3,43,41,4,0,7,5,13
vealco01,1961,1,WS2,AL,69,218,21,44,10,0,0,8,1,8,19,29,0,3,10,2,3
versazo01,1961,1,MIN,AL,129,510,65,143,25,5,7,53,16,9,25,61,2,1,4,2,8
virdobi01,1961,1,PIT,NL,146,599,81,156,22,8,9,58,5,8,49,45,1,0,5,7,4
wagnele01,1961,1,LAA,AL,133,453,74,127,19,2,28,79,5,1,48,65,2,3,0,7,5
wallsle01,1961,1,PHI,NL,91,261,32,73,6,4,8,30,2,2,19,48,1,0,5,0,9
wertzvi01,1961,1,BOS,AL,99,317,33,83,16,2,11,60,0,0,38,43,3,2,0,6,11
whitebi03,1961,1,SLN,NL,153,591,89,169,28,11,20,90,8,11,64,84,4,1,2,5,13
willibi01,1961,1,CHN,NL,146,529,75,147,20,7,25,86,6,0,45,70,11,5,1,4,11
willidi02,1961,1,BAL,AL,103,310,37,64,15,2,8,24,0,4,20,38,0,0,5,5,7
willsma01,1961,1,LAN,NL,148,613,105,173,12,10,1,31,35,15,59,50,2,1,13,1,6
woodja01,1961,1,DET,AL,162,663,96,171,17,14,11,69,30,9,58,141,2,4,2,4,8
woodlge01,1961,1,WS2,AL,110,342,39,107,16,4,10,57,1,0,50,24,3,2,1,1,10
yastrca01,1961,1,BOS,AL,148,583,71,155,31,6,11,80,6,5,50,96,3,3,2,5,19
yosted01,1961,1,LAA,AL,76,213,29,43,4,0,3,15,0,1,50,48,0,2,2,0,2
zimmedo01,1961,1,CHN,NL,128,477,57,120,25,4,13,40,5,1,25,70,1,2,7,1,16
zimmeje01,1961,1,CIN,NL,76,204,8,42,5,0,0,10,1,1,11,21,0,2,4,1,10
aaronha01,1962,1,ML1,NL,156,592,127,191,28,6,45,128,15,7,66,73,14,3,0,6,14
aaronto01,1962,1,ML1,NL,141,334,54,77,20,2,8,38,6,0,41,58,0,0,4,3,10
adairje01,1962,1,BAL,AL,139,538,67,153,29,4,11,48,7,7,27,77,1,2,4,3,15
adcocjo01,1962,1,ML1,NL,121,391,48,97,12,1,29,78,2,0,50,91,8,1,2,3,18
allenbe01,1962,1,MIN,AL,159,573,79,154,27,7,12,64,0,1,62,82,10,0,7,4,9
allisbo01,1962,1,MIN,AL,149,519,102,138,24,8,29,102,8,5,84,115,0,4,3,3,9
aloufe01,1962,1,SFN,NL,154,561,96,177,30,3,25,98,10,7,33,66,2,5,2,5,4
altmage01,1962,1,CHN,NL,147,534,74,170,27,5,22,74,19,7,62,89,14,5,0,2,8
alusige01,1962,2,KC1,AL,90,209,29,57,10,1,11,35,1,1,16,29,1,1,1,1,4
amalfjo01,1962,1,HOU,NL,117,380,44,90,12,5,1,27,4,4,45,43,5,1,5,3,13
amaroru01,1962,1,PHI,NL,79,226,24,55,10,0,0,19,5,2,30,28,4,1,4,4,6
aparilu01,1962,1,CHA,AL,153,581,72,140,23,5,7,40,31,12,32,36,1,1,4,4,11
ashburi01,1962,1,NYN,NL,135,389,60,119,7,3,7,28,12,7,81,39,2,0,1,2,4
asprobo01,1962,1,HOU,NL,149,534,59,142,18,4,11,59,4,5,46,54,4,8,5,3,10
azcuejo01,1962,1,KC1,AL,72,223,18,51,9,1,2,25,1,0,17,27,7,3,1,4,3
baileed01,1962,1,SFN,NL,96,254,32,59,9,1,17,45,1,1,42,42,5,6,0,3,6
bankser01,1962,1,CHN,NL,154,610,87,164,20,6,37,104,5,1,30,71,3,7,0,10,19
batteea01,1962,1,MIN,AL,148,522,58,146,20,3,11,57,0,0,57,48,3,0,8,4,20
bellgu01,1962,2,ML1,NL,79,214,28,61,11,3,5,24,0,0,12,17,2,0,1,1,3
berrayo01,1962,1,NYA,AL,86,232,25,52,8,0,10,35,0,1,24,18,4,2,0,5,7
bertedi01,1962,1,CHN,NL,77,215,19,65,6,2,2,18,0,1,13,30,5,1,5,1,4
blancjo01,1962,1,NYA,AL,93,246,33,57,7,0,13,39,0,0,28,32,0,1,0,3,3
blasido01,1962,1,CIN,NL,141,494,77,139,9,7,2,35,4,3,63,44,2,2,9,2,4
bollifr01,1962,1,ML1,NL,122,406,45,110,17,4,9,43,2,2,35,45,3,4,4,3,7
borosst01,1962,1,DET,AL,116,356,46,81,14,1,16,47,3,1,53,62,3,3,3,2,7
boyercl02,1962,1,NYA,AL,158,566,85,154,24,1,18,68,3,2,51,106,8,3,5,8,17
boyerke01,1962,1,SLN,NL,160,611,92,178,27,5,24,98,12,7,75,104,7,1,2,2,15
brandja01,1962,1,BAL,AL,143,505,76,129,29,5,19,75,9,3,55,64,2,4,1,5,11
breedma01,1962,1,BAL,AL,95,240,27,59,10,1,2,18,2,2,8,41,0,1,3,0,1
bressed01,1962,1,BOS,AL,153,599,79,166,40,9,14,68,2,3,46,118,4,2,7,3,14
brighha01,1962,1,WS2,AL,113,392,55,107,15,4,17,67,2,1,26,51,0,2,2,3,14
brocklo01,1962,1,CHN,NL,123,434,73,114,24,7,9,35,16,7,35,96,4,3,0,5,5
browndi01,1962,1,DET,AL,134,431,40,104,12,0,12,40,0,1,21,66,7,2,5,2,11
brutobi01,1962,1,DET,AL,147,561,90,156,27,5,16,74,14,7,55,67,0,5,9,3,11
burgesm01,1962,1,PIT,NL,103,360,38,118,19,2,13,61,0,1,31,19,9,0,2,6,6
burrila01,1962,1,LAN,NL,115,249,35,51,6,5,4,30,4,3,21,67,5,0,3,3,5
callijo01,1962,1,PHI,NL,157,603,107,181,26,10,23,83,10,3,54,96,1,6,8,1,8
cardele01,1962,1,CIN,NL,153,589,77,173,31,4,10,60,2,5,39,99,4,5,10,4,17
carreca01,1962,1,CHA,AL,106,313,31,80,19,1,4,37,1,1,33,37,2,1,3,1,10
